Country,Year,Forest_Area_km2,Land_Area_km2,Forest_Cover_Pct,Annual_Deforestation_Rate,Annual_Afforestation_Rate,Total_Carbon_Stock_Tonnes,Primary_Driver_of_Change
Turkey,2013,272266,783562,34.75,0.03,0.59,2040655149,None
Turkey,2014,272555,783562,34.78,0.15,0.25,2042822371,Small-scale Agriculture
Turkey,2015,274660,783562,35.05,0.09,0.86,2058597954,None
Turkey,2016,274836,783562,35.08,0.16,0.23,2059920245,Mining
Turkey,2017,275881,783562,35.21,0.29,0.67,2067756335,Infrastructure
Turkey,2018,278509,783562,35.54,0.14,1.09,2087452460,None
Turkey,2019,279607,783562,35.68,0.19,0.59,2095682261,None
Turkey,2020,280365,783562,35.78,0.12,0.39,2101359721,Energy
Turkey,2021,281166,783562,35.88,0.14,0.43,2107362360,None
Turkey,2022,283786,783562,36.22,0.02,0.95,2127000167,None
Turkey,2023,285251,783562,36.4,0.03,0.54,2137980818,None
Turkey,2024,286673,783562,36.59,0.29,0.79,2148637716,None
Turkey,2025,288868,783562,36.87,0.25,1.02,2165093007,None
Chile,2000,423911,756102,56.07,0.0,0.0,7631859023,Initial State
Chile,2001,419076,756102,55.43,1.22,0.08,7544804258,None
Chile,2002,414582,756102,54.83,1.57,0.5,7463907809,None
Chile,2003,410332,756102,54.27,1.7,0.68,7387392594,None
Chile,2004,410611,756102,54.31,0.69,0.76,7392413713,Logging
Chile,2005,405889,756102,53.68,1.96,0.81,7307396154,Infrastructure
Chile,2006,406118,756102,53.71,0.63,0.68,7311514338,None
Chile,2007,399670,756102,52.86,1.74,0.15,7195426342,None
Chile,2008,398633,756102,52.72,0.99,0.73,7176766894,None
Chile,2009,398301,756102,52.68,0.64,0.56,7170788168,None
Chile,2010,395247,756102,52.27,1.29,0.52,7115811036,None
Chile,2011,397903,756102,52.63,0.03,0.7,7163628579,None
Chile,2012,393677,756102,52.07,1.17,0.11,7087537033,Small-scale Agriculture
Chile,2013,390034,756102,51.58,1.49,0.56,7021944769,Mining
Chile,2014,388386,756102,51.37,1.3,0.88,6992283908,None
Chile,2015,389362,756102,51.5,0.4,0.65,7009850210,None
Chile,2016,387249,756102,51.22,0.71,0.17,6971811978,None
Chile,2017,386279,756102,51.09,0.93,0.68,6954356553,None
Chile,2018,387358,756102,51.23,0.6,0.88,6973774955,None
Chile,2019,388876,756102,51.43,0.08,0.48,7001096437,None
Chile,2020,387993,756102,51.31,0.56,0.34,6985199008,None
Chile,2021,389426,756102,51.5,0.47,0.84,7011011562,None
Chile,2022,389201,756102,51.47,1.03,0.97,7006949881,None
Chile,2023,390314,756102,51.62,0.46,0.74,7026990302,None
Chile,2024,391253,756102,51.75,0.49,0.73,7043904663,None
Chile,2025,392422,756102,51.9,0.14,0.44,7064943341,None
Zambia,2000,228483,752618,30.36,0.0,0.0,2802787477,Initial State
Zambia,2001,230077,752618,30.57,0.09,0.79,2822343751,Infrastructure
Zambia,2002,231548,752618,30.77,0.21,0.85,2840383526,None
Zambia,2003,231871,752618,30.81,0.05,0.19,2844349573,None
Zambia,2004,229535,752618,30.5,1.26,0.25,2815689765,None
Zambia,2005,227990,752618,30.29,1.38,0.7,2796733631,None
Zambia,2006,226321,752618,30.07,1.24,0.51,2776264393,None
Zambia,2007,225950,752618,30.02,0.19,0.03,2771711115,None
Zambia,2008,224329,752618,29.81,0.9,0.18,2751822944,None
Zambia,2009,222905,752618,29.62,0.98,0.35,2734357353,Mining
Zambia,2010,221930,752618,29.49,1.13,0.69,2722405435,None
Zambia,2011,220991,752618,29.36,0.59,0.16,2710887606,None
Zambia,2012,219686,752618,29.19,1.45,0.86,2694876668,None
Zambia,2013,218037,752618,28.97,1.02,0.27,2674646705,None
Zambia,2014,219652,752618,29.19,0.04,0.78,2694450476,None
Zambia,2015,221603,752618,29.44,0.02,0.91,2718384132,None
Zambia,2016,219614,752618,29.18,0.91,0.01,2693993763,None
Zambia,2017,217629,752618,28.92,1.21,0.31,2669636886,None
Zambia,2018,216445,752618,28.76,0.97,0.42,2655117364,None
Zambia,2019,215844,752618,28.68,0.53,0.25,2647747343,None
Zambia,2020,215424,752618,28.62,1.02,0.82,2642591876,None
Zambia,2021,216176,752618,28.72,0.16,0.51,2651816336,None
Zambia,2022,214247,752618,28.47,1.27,0.37,2628155152,None
Zambia,2023,212921,752618,28.29,0.92,0.3,2611886642,Small-scale Agriculture
Zambia,2024,212421,752618,28.22,0.51,0.28,2605759694,None
Zambia,2025,212918,752618,28.29,0.42,0.66,2611845734,None
Myanmar,2000,299832,676578,44.32,0.0,0.0,2346307624,Initial State
Myanmar,2001,302119,676578,44.65,0.09,0.86,2364203408,None
Myanmar,2002,300026,676578,44.34,1.01,0.32,2347830804,Commercial Agriculture
Myanmar,2003,300059,676578,44.35,0.99,1.0,2348087240,None
Myanmar,2004,296278,676578,43.79,1.65,0.39,2318498088,Fire
Myanmar,2005,295133,676578,43.62,1.07,0.69,2309534725,None
Myanmar,2006,295787,676578,43.72,0.72,0.94,2314657793,None
Myanmar,2007,294937,676578,43.59,0.46,0.17,2308007697,None
Myanmar,2008,293321,676578,43.35,0.84,0.29,2295359687,None
Myanmar,2009,292181,676578,43.19,1.11,0.73,2286435730,None
Myanmar,2010,290945,676578,43.0,1.37,0.95,2276766679,None
Myanmar,2011,288726,676578,42.67,0.99,0.22,2259398271,None
Myanmar,2012,286162,676578,42.3,1.31,0.42,2239335685,None
Myanmar,2013,286224,676578,42.3,0.56,0.59,2239823051,None
Myanmar,2014,285847,676578,42.25,0.19,0.05,2236870574,None
Myanmar,2015,285121,676578,42.14,0.87,0.62,2231188658,None
Myanmar,2016,284607,676578,42.07,0.3,0.12,2227171306,None
Myanmar,2017,283508,676578,41.9,0.8,0.41,2218566583,None
Myanmar,2018,285656,676578,42.22,0.23,0.99,2235376395,None
Myanmar,2019,283976,676578,41.97,1.48,0.89,2222230809,None
Myanmar,2020,285791,676578,42.24,0.22,0.86,2236430640,Small-scale Agriculture
Myanmar,2021,284346,676578,42.03,1.14,0.63,2225126318,Commercial Agriculture
Myanmar,2022,285075,676578,42.13,0.02,0.27,2230833872,None
Myanmar,2023,286510,676578,42.35,0.26,0.76,2242060793,None
Myanmar,2024,283474,676578,41.9,1.15,0.09,2218302197,None
Myanmar,2025,281914,676578,41.67,0.95,0.4,2206090377,None
Afghanistan,2000,210339,652230,32.25,0.0,0.0,1170722760,Initial State
Afghanistan,2001,210951,652230,32.34,0.03,0.32,1174132352,None
Afghanistan,2002,211759,652230,32.47,0.29,0.68,1178626800,None
Afghanistan,2003,212421,652230,32.57,0.38,0.69,1182313288,None
Afghanistan,2004,212807,652230,32.63,0.2,0.38,1184458520,None
Afghanistan,2005,214009,652230,32.81,0.26,0.82,1191150518,None
Afghanistan,2006,214618,652230,32.91,0.44,0.73,1194539324,None
Afghanistan,2007,215422,652230,33.03,0.51,0.89,1199014064,None
Afghanistan,2008,216242,652230,33.15,0.52,0.9,1203578852,None
Afghanistan,2009,217663,652230,33.37,0.29,0.95,1211490332,None
Afghanistan,2010,216830,652230,33.24,0.61,0.23,1206854743,None
Afghanistan,2011,217977,652230,33.42,0.21,0.73,1213233936,None
Afghanistan,2012,218205,652230,33.46,0.26,0.37,1214505456,None
Afghanistan,2013,219974,652230,33.73,0.07,0.88,1224353548,None
Afghanistan,2014,218307,652230,33.47,0.81,0.05,1215070918,None
Afghanistan,2015,217558,652230,33.36,1.0,0.65,1210906049,Small-scale Agriculture
Afghanistan,2016,217013,652230,33.27,0.63,0.38,1207869801,None
Afghanistan,2017,215789,652230,33.08,0.72,0.15,1201060755,None
Afghanistan,2018,214391,652230,32.87,0.95,0.3,1193277312,None
Afghanistan,2019,212832,652230,32.63,1.0,0.27,1184600724,None
Afghanistan,2020,214144,652230,32.83,0.21,0.83,1191901171,Small-scale Agriculture
Afghanistan,2021,214901,652230,32.95,0.43,0.78,1196114863,None
Afghanistan,2022,214601,652230,32.9,0.92,0.78,1194446836,None
Afghanistan,2023,212236,652230,32.54,1.46,0.36,1181283714,None
Afghanistan,2024,212871,652230,32.64,0.25,0.55,1184817904,None
Afghanistan,2025,211690,652230,32.46,1.04,0.48,1178245009,None
France,2000,112449,551695,20.38,0.0,0.0,712370055,Initial State
France,2001,113573,551695,20.59,0.15,1.15,719495201,None
France,2002,114595,551695,20.77,0.02,0.92,725964988,None
France,2003,115125,551695,20.87,0.19,0.66,729324310,None
France,2004,115320,551695,20.9,0.08,0.25,730559573,None
France,2005,116231,551695,21.07,0.26,1.05,736329203,None
France,2006,116257,551695,21.07,0.6,0.63,736493543,Commercial Agriculture
France,2007,116644,551695,21.14,0.0,0.34,738949838,None
France,2008,117804,551695,21.35,0.1,1.09,746299334,None
France,2009,118807,551695,21.54,0.08,0.93,752651176,None
France,2010,119056,551695,21.58,0.1,0.31,754229490,None
France,2011,120125,551695,21.77,0.14,1.04,760999905,None
France,2012,120698,551695,21.88,0.14,0.62,764631570,None
France,2013,121037,551695,21.94,0.05,0.33,766778744,None
France,2014,121945,551695,22.1,0.29,1.04,772528374,Energy
France,2015,122722,551695,22.24,0.24,0.88,777451839,Infrastructure
France,2016,123430,551695,22.37,0.23,0.81,781939038,None
France,2017,124249,551695,22.52,0.26,0.93,787123712,None
France,2018,124922,551695,22.64,0.15,0.69,791391221,None
France,2019,125085,551695,22.67,0.13,0.26,792420117,None
France,2020,126414,551695,22.91,0.01,1.07,800840761,None
France,2021,127299,551695,23.07,0.22,0.92,806448037,None
France,2022,128300,551695,23.26,0.29,1.07,812789353,None
France,2023,129084,551695,23.4,0.21,0.82,817756658,None
France,2024,129682,551695,23.51,0.22,0.68,821546040,None
France,2025,129884,551695,23.54,0.19,0.35,822823674,None
Somalia,2000,348180,637657,54.6,0.0,0.0,4941972417,Initial State
Somalia,2001,347156,637657,54.44,0.76,0.47,4927442684,None
Somalia,2002,348875,637657,54.71,0.26,0.75,4951832453,None
Somalia,2003,348090,637657,54.59,0.5,0.28,4940696961,None
Somalia,2004,346518,637657,54.34,0.83,0.38,4918384734,None
Somalia,2005,347616,637657,54.51,0.13,0.44,4933962797,None
Somalia,2006,348858,637657,54.71,0.14,0.5,4951592169,None
Somalia,2007,346325,637657,54.31,1.47,0.75,4915645569,Infrastructure
Somalia,2008,346092,637657,54.28,0.62,0.56,4912339629,Small-scale Agriculture
Somalia,2009,345308,637657,54.15,1.19,0.96,4901208963,None
Somalia,2010,342636,637657,53.73,1.34,0.56,4863276906,None
Somalia,2011,341440,637657,53.55,0.69,0.34,4846309146,None
Somalia,2012,340134,637657,53.34,1.23,0.84,4827776874,None
Somalia,2013,338252,637657,53.05,1.15,0.6,4801055164,None
Somalia,2014,336215,637657,52.73,1.05,0.45,4772149363,Fire
Somalia,2015,336533,637657,52.78,0.54,0.63,4776659240,None
Somalia,2016,335011,637657,52.54,0.83,0.37,4755060686,Logging
Somalia,2017,335273,637657,52.58,0.74,0.82,4758775799,None
Somalia,2018,334048,637657,52.39,0.62,0.25,4741385580,Small-scale Agriculture
Somalia,2019,330697,637657,51.86,1.4,0.39,4693823521,None
Somalia,2020,329184,637657,51.62,1.17,0.72,4672347942,Infrastructure
Somalia,2021,331007,637657,51.91,0.08,0.63,4698230643,None
Somalia,2022,333318,637657,52.27,0.19,0.89,4731031705,None
Somalia,2023,332039,637657,52.07,0.89,0.5,4712870055,None
Somalia,2024,334429,637657,52.45,0.02,0.74,4746790978,None
Somalia,2025,334195,637657,52.41,0.65,0.59,4743479296,None
Central African Republic,2000,305599,622984,49.05,0.0,0.0,5700253984,Initial State
Central African Republic,2001,302172,622984,48.5,1.22,0.1,5636345026,None
Central African Republic,2002,300385,622984,48.22,0.91,0.32,5603015300,None
Central African Republic,2003,300311,622984,48.21,0.63,0.61,5601624813,None
Central African Republic,2004,300365,622984,48.21,0.38,0.4,5602632780,None
Central African Republic,2005,301135,622984,48.34,0.55,0.8,5617002315,Mining
Central African Republic,2006,298972,622984,47.99,1.27,0.55,5576651178,None
Central African Republic,2007,297315,622984,47.72,1.11,0.55,5545741015,None
Central African Republic,2008,298480,622984,47.91,0.32,0.71,5567475474,None
Central African Republic,2009,294749,622984,47.31,1.38,0.13,5497887375,None
Central African Republic,2010,290961,622984,46.7,1.46,0.18,5427228266,None
Central African Republic,2011,290238,622984,46.59,0.96,0.71,5413736467,None
Central African Republic,2012,289469,622984,46.46,0.85,0.58,5399390539,None
Central African Republic,2013,288329,622984,46.28,1.07,0.67,5378125540,None
Central African Republic,2014,288536,622984,46.32,0.81,0.88,5381995750,None
Central African Republic,2015,288760,622984,46.35,0.03,0.11,5386163697,None
Central African Republic,2016,288666,622984,46.34,0.09,0.06,5384415236,None
Central African Republic,2017,288098,622984,46.24,1.18,0.98,5373812753,None
Central African Republic,2018,287619,622984,46.17,0.23,0.06,5364884406,None
Central African Republic,2019,288272,622984,46.27,0.31,0.54,5377074000,None
Central African Republic,2020,288076,622984,46.24,0.68,0.62,5373403772,None
Central African Republic,2021,286281,622984,45.95,0.85,0.22,5339932773,None
Central African Republic,2022,286056,622984,45.92,0.59,0.51,5335739921,None
Central African Republic,2023,285043,622984,45.75,1.05,0.69,5316835640,Infrastructure
Central African Republic,2024,286095,622984,45.92,0.59,0.96,5336467819,None
Central African Republic,2025,286028,622984,45.91,0.58,0.55,5335201484,Mining
South Sudan,2000,124905,619745,20.15,0.0,0.0,2252392205,Initial State
South Sudan,2001,125265,619745,20.21,0.35,0.63,2258872815,None
South Sudan,2002,125303,619745,20.22,0.56,0.59,2259560666,None
South Sudan,2003,125832,619745,20.3,0.3,0.72,2269099980,Energy
South Sudan,2004,126345,619745,20.39,0.27,0.68,2278364585,Logging
South Sudan,2005,124973,619745,20.17,1.21,0.12,2253623491,Mining
South Sudan,2006,124087,619745,20.02,0.84,0.13,2237639319,None
South Sudan,2007,124013,619745,20.01,0.39,0.33,2236309909,None
South Sudan,2008,123905,619745,19.99,0.24,0.15,2234365278,None
South Sudan,2009,124954,619745,20.16,0.09,0.93,2253281577,None
South Sudan,2010,124323,619745,20.06,1.0,0.49,2241887510,None
South Sudan,2011,124622,619745,20.11,0.54,0.78,2247278889,None
South Sudan,2012,124430,619745,20.08,0.34,0.18,2243820904,Logging
South Sudan,2013,122044,619745,19.69,2.45,0.54,2200788981,Fire
South Sudan,2014,121229,619745,19.56,1.0,0.33,2186103075,None
South Sudan,2015,120250,619745,19.4,1.43,0.62,2168446386,None
South Sudan,2016,120137,619745,19.38,0.85,0.75,2166402518,None
South Sudan,2017,120335,619745,19.42,0.18,0.35,2169978633,None
South Sudan,2018,120277,619745,19.41,0.97,0.92,2168929089,None
South Sudan,2019,121258,619745,19.57,0.07,0.89,2186632822,None
South Sudan,2020,119945,619745,19.35,1.2,0.11,2162952162,None
South Sudan,2021,118669,619745,19.15,1.09,0.02,2139937963,None
South Sudan,2022,117905,619745,19.02,1.16,0.51,2126162594,None
South Sudan,2023,117388,619745,18.94,0.74,0.3,2116830759,None
South Sudan,2024,116443,619745,18.79,0.89,0.08,2099791953,Commercial Agriculture
South Sudan,2025,115589,619745,18.65,0.94,0.21,2084393154,None
Ukraine,2000,159295,603500,26.4,0.0,0.0,2434204744,Initial State
Ukraine,2001,160616,603500,26.61,0.25,1.08,2454400613,None
Ukraine,2002,162038,603500,26.85,0.13,1.02,2476123372,Logging
Ukraine,2003,163509,603500,27.09,0.01,0.92,2498601370,Small-scale Agriculture
Ukraine,2004,165105,603500,27.36,0.02,0.99,2522988791,None
Ukraine,2005,165525,603500,27.43,0.17,0.43,2529404925,None
Ukraine,2006,166704,603500,27.62,0.12,0.83,2547429048,None
Ukraine,2007,168148,603500,27.86,0.01,0.87,2569496540,None
Ukraine,2008,169200,603500,28.04,0.19,0.82,2585561171,None
Ukraine,2009,170425,603500,28.24,0.18,0.9,2604290222,Small-scale Agriculture
Ukraine,2010,171784,603500,28.46,0.09,0.89,2625059628,None
Ukraine,2011,173572,603500,28.76,0.09,1.13,2652381214,None
Ukraine,2012,172321,603500,28.55,0.95,0.23,2633264296,Fire
Ukraine,2013,173836,603500,28.8,0.12,1.0,2656409868,None
Ukraine,2014,173933,603500,28.82,0.29,0.34,2657896276,None
Ukraine,2015,175187,603500,29.03,0.27,1.0,2677048938,None
Ukraine,2016,177002,603500,29.33,0.11,1.15,2704790453,None
Ukraine,2017,177278,603500,29.38,0.17,0.32,2709005175,Infrastructure
Ukraine,2018,179024,603500,29.66,0.16,1.15,2735686386,None
Ukraine,2019,180597,603500,29.92,0.22,1.1,2759720868,None
Ukraine,2020,181899,603500,30.14,0.12,0.85,2779617365,None
Ukraine,2021,182573,603500,30.25,0.05,0.42,2789924841,None
Ukraine,2022,183160,603500,30.35,0.06,0.38,2798893020,None
Ukraine,2023,184617,603500,30.59,0.26,1.05,2821155888,None
Ukraine,2024,185287,603500,30.7,0.3,0.66,2831395553,None
Ukraine,2025,185618,603500,30.76,0.09,0.27,2836456623,Energy
Madagascar,2000,338000,587041,57.58,0.0,0.0,3500697374,Initial State
Madagascar,2001,336766,587041,57.37,0.43,0.07,3487918237,Energy
Madagascar,2002,336547,587041,57.33,0.68,0.62,3485646902,None
Madagascar,2003,335487,587041,57.15,0.88,0.57,3474671952,None
Madagascar,2004,329678,587041,56.16,2.16,0.43,3414507341,Fire
Madagascar,2005,328259,587041,55.92,1.07,0.64,3399813413,None
Madagascar,2006,328699,587041,55.99,0.55,0.68,3404367329,None
Madagascar,2007,327780,587041,55.84,0.73,0.45,3394842813,None
Madagascar,2008,325725,587041,55.49,0.74,0.11,3373565475,None
Madagascar,2009,326209,587041,55.57,0.13,0.28,3378574381,None
Madagascar,2010,322485,587041,54.93,1.34,0.2,3340004554,None
Madagascar,2011,321787,587041,54.82,0.94,0.73,3332782236,None
Madagascar,2012,319714,587041,54.46,1.28,0.63,3311310502,None
Madagascar,2013,319384,587041,54.41,0.87,0.77,3307887867,None
Madagascar,2014,320010,587041,54.51,0.06,0.26,3314371275,None
Madagascar,2015,319497,587041,54.43,0.81,0.65,3309061296,Infrastructure
Madagascar,2016,320869,587041,54.66,0.34,0.77,3323270999,None
Madagascar,2017,320937,587041,54.67,0.44,0.46,3323972621,None
Madagascar,2018,320619,587041,54.62,0.6,0.5,3320680471,None
Madagascar,2019,319122,587041,54.36,1.27,0.81,3305174458,None
Madagascar,2020,319942,587041,54.5,0.26,0.51,3313669741,None
Madagascar,2021,322091,587041,54.87,0.28,0.95,3335930494,None
Madagascar,2022,319785,587041,54.47,1.45,0.74,3312045026,None
Madagascar,2023,318743,587041,54.3,0.54,0.22,3301254839,None
Madagascar,2024,315521,587041,53.75,1.38,0.37,3267877311,Fire
Madagascar,2025,312993,587041,53.32,1.19,0.39,3241695634,None
Botswana,2000,314585,581730,54.08,0.0,0.0,1761229748,Initial State
Botswana,2001,312007,581730,53.63,1.45,0.63,1746798043,None
Botswana,2002,310332,581730,53.35,1.12,0.58,1737420986,None
Botswana,2003,309734,581730,53.24,0.57,0.38,1734072902,None
Botswana,2004,305799,581730,52.57,1.35,0.08,1712041156,None
Botswana,2005,302018,581730,51.92,1.46,0.22,1690873733,None
Botswana,2006,299353,581730,51.46,1.23,0.35,1675949228,None
Botswana,2007,295385,581730,50.78,1.33,0.01,1653738066,None
Botswana,2008,294099,581730,50.56,0.67,0.23,1646536726,None
Botswana,2009,293281,581730,50.42,0.43,0.15,1641956625,Small-scale Agriculture
Botswana,2010,291579,581730,50.12,1.0,0.41,1632426057,None
Botswana,2011,293026,581730,50.37,0.18,0.68,1640528681,None
Botswana,2012,292314,581730,50.25,0.89,0.65,1636541882,None
Botswana,2013,291597,581730,50.13,0.37,0.13,1632529349,None
Botswana,2014,292477,581730,50.28,0.21,0.51,1637458020,None
Botswana,2015,292295,581730,50.25,0.23,0.17,1636434811,None
Botswana,2016,291200,581730,50.06,0.78,0.41,1630309008,None
Botswana,2017,290963,581730,50.02,0.96,0.88,1628979510,None
Botswana,2018,290129,581730,49.87,1.23,0.95,1624312678,None
Botswana,2019,288846,581730,49.65,0.91,0.47,1617128179,None
Botswana,2020,289060,581730,49.69,0.34,0.41,1618323475,Logging
Botswana,2021,287823,581730,49.48,0.94,0.51,1611400602,Urbanization
Botswana,2022,285556,581730,49.09,1.38,0.6,1598706455,Infrastructure
Botswana,2023,284197,581730,48.85,0.58,0.11,1591100319,None
Botswana,2024,281962,581730,48.47,1.29,0.5,1578587396,None
Botswana,2025,281577,581730,48.4,0.23,0.1,1576431873,None
Kenya,2000,236426,580367,40.74,0.0,0.0,1320571534,Initial State
Kenya,2001,236183,580367,40.7,0.59,0.48,1319213214,Commercial Agriculture
Kenya,2002,234833,580367,40.46,1.35,0.77,1311672415,None
Kenya,2003,233852,580367,40.29,0.79,0.37,1306196597,Infrastructure
Kenya,2004,234906,580367,40.48,0.35,0.8,1312079258,None
Kenya,2005,234931,580367,40.48,0.58,0.59,1312223661,None
Kenya,2006,233879,580367,40.3,1.14,0.7,1306345085,Logging
Kenya,2007,234760,580367,40.45,0.39,0.77,1311265134,None
Kenya,2008,235848,580367,40.64,0.13,0.6,1317341591,None
Kenya,2009,234931,580367,40.48,0.39,0.01,1312221612,None
Kenya,2010,236110,580367,40.68,0.02,0.52,1318808185,None
Kenya,2011,235252,580367,40.54,0.57,0.21,1314015955,None
Kenya,2012,234046,580367,40.33,0.62,0.11,1307280363,None
Kenya,2013,232593,580367,40.08,0.88,0.26,1299163476,None
Kenya,2014,232036,580367,39.98,0.85,0.61,1296052266,None
Kenya,2015,231112,580367,39.82,0.6,0.2,1290887329,None
Kenya,2016,229581,580367,39.56,0.84,0.18,1282341025,None
Kenya,2017,230173,580367,39.66,0.73,0.99,1285645690,None
Kenya,2018,228411,580367,39.36,1.16,0.4,1275805100,Small-scale Agriculture
Kenya,2019,226863,580367,39.09,1.12,0.45,1267159629,None
Kenya,2020,226780,580367,39.08,0.25,0.21,1266695638,None
Kenya,2021,226863,580367,39.09,0.51,0.55,1267155497,None
Kenya,2022,224816,580367,38.74,1.06,0.16,1255720952,None
Kenya,2023,224980,580367,38.77,0.02,0.09,1256640210,Infrastructure
Kenya,2024,225254,580367,38.81,0.14,0.26,1258170325,None
Kenya,2025,224819,580367,38.74,0.92,0.72,1255742581,None
Yemen,2000,174382,527968,33.03,0.0,0.0,2588296867,Initial State
Yemen,2001,175564,527968,33.25,0.1,0.77,2605845223,Energy
Yemen,2002,174753,527968,33.1,0.66,0.2,2593796808,None
Yemen,2003,170655,527968,32.32,2.63,0.29,2532982538,Fire
Yemen,2004,169538,527968,32.11,1.01,0.36,2516402741,None
Yemen,2005,167204,527968,31.67,1.46,0.09,2481755157,None
Yemen,2006,167312,527968,31.69,0.61,0.67,2483356034,None
Yemen,2007,166822,527968,31.6,0.31,0.02,2476077418,None
Yemen,2008,165437,527968,31.33,1.38,0.55,2455526429,None
Yemen,2009,165007,527968,31.25,0.84,0.58,2449138444,None
Yemen,2010,163358,527968,30.94,1.23,0.23,2424675919,None
Yemen,2011,162895,527968,30.85,0.69,0.4,2417798703,Logging
Yemen,2012,161901,527968,30.67,0.72,0.11,2403046126,Mining
Yemen,2013,161254,527968,30.54,0.52,0.12,2393444991,None
Yemen,2014,161486,527968,30.59,0.39,0.54,2396890122,None
Yemen,2015,161583,527968,30.6,0.38,0.44,2398329641,None
Yemen,2016,160796,527968,30.46,0.73,0.24,2386641735,None
Yemen,2017,160018,527968,30.31,1.17,0.68,2375089254,None
Yemen,2018,158718,527968,30.06,1.29,0.48,2355792971,None
Yemen,2019,159048,527968,30.12,0.58,0.79,2360704161,None
Yemen,2020,158644,527968,30.05,1.05,0.8,2354694021,None
Yemen,2021,158643,527968,30.05,0.54,0.54,2354683153,None
Yemen,2022,158460,527968,30.01,0.4,0.29,2351972878,None
Yemen,2023,157218,527968,29.78,1.13,0.34,2333540433,None
Yemen,2024,157278,527968,29.79,0.28,0.31,2334425522,None
Yemen,2025,156205,527968,29.59,0.86,0.18,2318503635,None
Thailand,2000,291767,513120,56.86,0.0,0.0,2291109198,Initial State
Thailand,2001,291460,513120,56.8,0.37,0.27,2288697603,None
Thailand,2002,290243,513120,56.56,1.25,0.84,2279137104,None
Thailand,2003,287193,513120,55.97,1.17,0.12,2255189302,Energy
Thailand,2004,286732,513120,55.88,0.92,0.76,2251572926,None
Thailand,2005,287906,513120,56.11,0.07,0.48,2260789065,None
Thailand,2006,288602,513120,56.24,0.74,0.99,2266255069,None
Thailand,2007,286254,513120,55.79,1.3,0.49,2247815453,None
Thailand,2008,283121,513120,55.18,1.37,0.28,2223211235,None
Thailand,2009,280813,513120,54.73,0.87,0.05,2205090219,None
Thailand,2010,280302,513120,54.63,0.72,0.54,2201078521,None
Thailand,2011,280553,513120,54.68,0.6,0.69,2203052898,Small-scale Agriculture
Thailand,2012,278897,513120,54.35,1.05,0.46,2190047973,None
Thailand,2013,279408,513120,54.45,0.03,0.21,2194058840,None
Thailand,2014,279737,513120,54.52,0.49,0.61,2196645156,None
Thailand,2015,278086,513120,54.2,0.83,0.24,2183680110,None
Thailand,2016,276536,513120,53.89,0.92,0.37,2171504541,None
Thailand,2017,277578,513120,54.1,0.32,0.7,2179691531,None
Thailand,2018,274793,513120,53.55,1.28,0.28,2157822330,Logging
Thailand,2019,272641,513120,53.13,1.47,0.69,2140924336,None
Thailand,2020,271878,513120,52.99,1.08,0.8,2134931301,None
Thailand,2021,268915,513120,52.41,1.29,0.2,2111664034,None
Thailand,2022,267201,513120,52.07,1.11,0.47,2098203431,Infrastructure
Thailand,2023,267845,513120,52.2,0.75,1.0,2103263479,None
Thailand,2024,267685,513120,52.17,0.78,0.72,2102006147,None
Thailand,2025,267967,513120,52.22,0.46,0.56,2104215093,None
Spain,2000,161674,505990,31.95,0.0,0.0,2483016440,Initial State
Spain,2001,162783,505990,32.17,0.14,0.83,2500046294,None
Spain,2002,163530,505990,32.32,0.1,0.56,2511527366,None
Spain,2003,163821,505990,32.38,0.28,0.46,2515998516,Small-scale Agriculture
Spain,2004,165088,505990,32.63,0.11,0.88,2535446201,None
Spain,2005,166203,505990,32.85,0.17,0.85,2552584880,None
Spain,2006,166520,505990,32.91,0.29,0.48,2557454077,None
Spain,2007,167887,505990,33.18,0.15,0.97,2578441361,None
Spain,2008,169210,505990,33.44,0.03,0.81,2598767172,None
Spain,2009,170532,505990,33.7,0.29,1.07,2619068546,None
Spain,2010,171117,505990,33.82,0.28,0.62,2628054665,None
Spain,2011,172802,505990,34.15,0.12,1.11,2653926570,Urbanization
Spain,2012,173574,505990,34.3,0.07,0.52,2665786153,None
Spain,2013,174898,505990,34.57,0.08,0.84,2686124436,None
Spain,2014,176522,505990,34.89,0.13,1.06,2711057762,None
Spain,2015,178267,505990,35.23,0.18,1.17,2737859928,None
Spain,2016,178564,505990,35.29,0.06,0.22,2742413071,None
Spain,2017,180244,505990,35.62,0.2,1.14,2768223418,None
Spain,2018,180859,505990,35.74,0.03,0.37,2777664477,Small-scale Agriculture
Spain,2019,181568,505990,35.88,0.28,0.67,2788553513,Infrastructure
Spain,2020,183452,505990,36.26,0.16,1.2,2817494985,Logging
Spain,2021,185478,505990,36.66,0.03,1.13,2848613226,None
Spain,2022,187087,505990,36.97,0.07,0.94,2873317687,None
Spain,2023,187624,505990,37.08,0.44,0.73,2881566167,Commercial Agriculture
Spain,2024,189239,505990,37.4,0.2,1.06,2906365824,None
Spain,2025,191190,505990,37.79,0.14,1.17,2936332997,None
Turkmenistan,2000,133049,488100,27.26,0.0,0.0,1553043051,Initial State
Turkmenistan,2001,133480,488100,27.35,0.27,0.6,1558071798,None
Turkmenistan,2002,132955,488100,27.24,0.96,0.56,1551941819,None
Turkmenistan,2003,132086,488100,27.06,0.96,0.31,1541803980,None
Turkmenistan,2004,132074,488100,27.06,0.81,0.8,1541659085,None
